Date/Time,EURUSD,GBPUSD,EURGBP,AUDUSD,USDMXN,USDJPY
20090727,1.423,1.6486,0.8632,0.8225,13.2605,95.18
20090728,1.4167,1.64265,0.86225,0.82665,13.1969,94.54
20090729,1.40485,1.63775,0.85765,0.81705,13.2484,94.98
20090730,1.4075,1.64935,0.85325,0.82555,13.2595,95.55
20090731,1.4257,1.6714,0.85295,0.8357,13.1855,94.66
20090803,1.44125,1.6926,0.8512,0.84185,13.0934,95.26
20090804,1.4407,1.6938,0.8505,0.8442,13.1189,95.22
20090805,1.44035,1.6988,0.84775,0.8404,13.0328,94.95
20090806,1.4345,1.67825,0.8548,0.83935,13.0265,95.45
20090807,1.41825,1.6682,0.85,0.83695,12.9428,97.545
20090810,1.41405,1.64815,0.8578,0.83725,12.9185,97.14
20090811,1.4148,1.6478,0.8586,0.829,13.0192,95.98
20090812,1.41865,1.6479,0.8607,0.83355,12.9544,96.035
20090813,1.4291,1.65805,0.8618,0.8425,12.8647,95.475
20090814,1.4201,1.65395,0.8582,0.8324,12.834,94.9
20090817,1.4082,1.63465,0.8613,0.8204,13.0039,94.495
20090818,1.41355,1.6557,0.85355,0.8266,12.9201,94.68
20090819,1.4224,1.65275,0.8605,0.8286,12.8778,94.07
20090820,1.4253,1.6505,0.8634,0.83125,12.8774,94.19
20090821,1.4325,1.6504,0.868,0.83455,12.8244,94.39
20090824,1.4303,1.64145,0.87105,0.8387,12.929,94.55
20090825,1.4297,1.63505,0.87435,0.83545,12.9943,94.18
20090826,1.4255,1.62475,0.8771,0.82815,13.1546,94.245
20090827,1.43405,1.6281,0.88045,0.839,13.2271,93.51
20090828,1.43015,1.6266,0.87895,0.8405,13.244,93.59
20090831,1.43325,1.6287,0.88,0.8438,13.36,93.115
20090901,1.4224,1.61565,0.8801,0.8259,13.6712,92.915
20090902,1.4263,1.6271,0.87635,0.8336,13.6452,92.2
20090903,1.4251,1.6318,0.87315,0.8402,13.5334,92.62
20090904,1.4294,1.63905,0.8721,0.8503,13.3524,92.99
20090907,1.4332,1.6348,0.8766,0.8555,13.3417,93.075
20090908,1.44765,1.6487,0.878,0.86135,13.3486,92.315
20090909,1.4556,1.65465,0.8797,0.86215,13.4551,92.03
20090910,1.4581,1.6652,0.87565,0.86385,13.3595,91.73
20090911,1.457,1.6655,0.8747,0.8632,13.3305,90.705
20090914,1.4617,1.65825,0.8814,0.8621,13.3671,90.935
20090915,1.46565,1.6488,0.88885,0.86325,13.2848,91.035
20090916,1.4709,1.6493,0.89225,0.8734,13.187,90.925
20090917,1.4741,1.6453,0.896,0.87255,13.2711,91.085
20090918,1.471,1.627,0.90405,0.86725,13.2714,91.28
20090921,1.4679,1.6216,0.90515,0.86285,13.3758,91.92
20090922,1.47905,1.6357,0.9039,0.87335,13.3335,91.09
20090923,1.4734,1.63405,0.9016,0.8696,13.3655,91.27
20090924,1.4665,1.6062,0.91285,0.8648,13.5029,91.255
20090925,1.4688,1.59495,0.92075,0.8676,13.5592,89.59
20090928,1.4622,1.58815,0.9205,0.87235,13.5495,89.625
20090929,1.4587,1.59605,0.9138,0.87015,13.5295,90.08
20090930,1.46415,1.598,0.916,0.8826,13.501,89.695
20091001,1.4544,1.59535,0.9115,0.86955,13.7587,89.605
20091002,1.45755,1.5944,0.914,0.86485,13.6292,89.79
20091005,1.46475,1.5934,0.91915,0.8778,13.6049,89.535
20091006,1.4722,1.59195,0.92455,0.8903,13.4595,88.82
20091007,1.4691,1.59685,0.91985,0.89105,13.3644,88.595
20091008,1.4795,1.60695,0.92045,0.9063,13.2421,88.38
20091009,1.47305,1.5843,0.92955,0.90375,13.3,89.775
20091012,1.4772,1.57975,0.935,0.9071,13.2405,89.83
20091013,1.4853,1.59225,0.93295,0.9089,13.115,89.7
20091014,1.4925,1.5979,0.9338,0.9149,13.0636,89.44
20091015,1.4948,1.62705,0.9186,0.9204,13.0776,90.55
20091016,1.49045,1.63525,0.91105,0.91615,13.1058,90.88
20091019,1.4963,1.64205,0.91095,0.929,12.9377,90.54
20091020,1.49445,1.6379,0.91225,0.92375,13.0382,90.76
20091021,1.50165,1.66065,0.9041,0.929,12.9371,90.96
20091022,1.50325,1.66195,0.90415,0.92675,12.8797,91.29
20091023,1.50075,1.6304,0.9197,0.9223,13.0741,92.02
20091026,1.4876,1.6335,0.9105,0.9161,13.2808,92.17
20091027,1.48035,1.6367,0.9043,0.9165,13.2165,91.79
20091028,1.4705,1.63735,0.898,0.89705,13.3054,90.755
20091029,1.4822,1.6544,0.89585,0.9149,13.0602,91.405
20091030,1.4718,1.6445,0.89355,0.90005,13.1966,90.085
20091102,1.47755,1.6408,0.90045,0.9039,13.2113,90.2
20091103,1.4724,1.6437,0.8957,0.90245,13.2511,90.33
20091104,1.4861,1.6551,0.89765,0.90975,13.2945,90.725
20091105,1.4871,1.6581,0.89665,0.9101,13.268,90.705
20091106,1.4847,1.66115,0.89365,0.91885,13.4059,89.86
20091109,1.49975,1.6757,0.89485,0.92955,13.2691,89.91
20091110,1.4993,1.67435,0.89535,0.93035,13.2016,89.8
20091111,1.4987,1.65735,0.90415,0.9297,13.1403,89.88
20091112,1.48505,1.6576,0.89555,0.92345,13.11,90.36
20091113,1.49035,1.6672,0.89365,0.93275,13.0141,89.65
20091116,1.497,1.682,0.89,0.93675,12.9895,89.04
20091117,1.4876,1.681,0.8848,0.93045,13.0308,89.25
20091118,1.4963,1.6747,0.8933,0.9292,12.9997,89.305
20091119,1.4924,1.6666,0.89535,0.9184,13.0515,88.96
20091120,1.486,1.6504,0.90035,0.9143,13.0645,88.87
20091123,1.49605,1.6604,0.9009,0.9237,12.9585,88.96
20091124,1.4968,1.65865,0.90225,0.9191,12.8861,88.49
20091125,1.51345,1.67045,0.9059,0.93195,12.823,87.34
20091126,1.50185,1.65285,0.9087,0.91375,12.9717,86.57
20091127,1.4986,1.64985,0.9081,0.9062,12.935,86.52
20091130,1.50045,1.6439,0.91255,0.91585,12.9279,86.39
20091201,1.508,1.66085,0.90785,0.925,12.8486,86.69
20091202,1.5044,1.6627,0.9045,0.92465,12.71,87.38
20091203,1.50515,1.65375,0.91005,0.9238,12.6356,88.26
20091204,1.4857,1.6474,0.9016,0.9144,12.6634,90.525
20091207,1.4826,1.6445,0.9014,0.9125,12.684,89.5
20091208,1.4703,1.6285,0.9026,0.9038,12.9165,88.425
20091209,1.4724,1.6261,0.9054,0.9086,12.8958,87.855
20091210,1.47305,1.62765,0.90475,0.91655,12.9278,88.185
20091211,1.46135,1.62595,0.89855,0.9125,12.8726,89.1
20091214,1.4656,1.63095,0.89835,0.9166,12.7301,88.61
20091215,1.4537,1.6265,0.8935,0.9061,12.6901,89.605
20091216,1.453,1.6333,0.8894,0.9006,12.7164,89.77
20091217,1.4338,1.61525,0.8875,0.8866,12.8591,89.95
20091218,1.43435,1.6154,0.8879,0.8912,12.8301,90.385
20091221,1.4276,1.60365,0.88985,0.8813,12.9251,91.16
20091222,1.4249,1.5963,0.8922,0.87575,12.8715,91.825
20091223,1.4335,1.59535,0.89825,0.8797,12.8993,91.62
20091224,1.4376,1.59625,0.9002,0.88255,12.8,91.505
20091228,1.4378,1.6,0.89845,0.88685,13.0242,91.62
20091229,1.4352,1.59025,0.90235,0.8948,12.995,91.99
20091230,1.4338,1.6075,0.8917,0.8942,13.0743,92.425
20091231,1.43255,1.6164,0.8858,0.89715,13.0723,92.995
20100104,1.44125,1.6085,0.89595,0.91265,12.8651,92.515
20100105,1.4364,1.5992,0.89825,0.9118,12.8075,91.695
20100106,1.44065,1.60165,0.8993,0.9197,12.7315,92.31
20100107,1.43065,1.5931,0.8981,0.9173,12.775,93.365
20100108,1.441,1.6021,0.8991,0.9246,12.6827,92.64
20100111,1.4512,1.61135,0.9004,0.9295,12.7294,92.075
20100112,1.4484,1.61625,0.896,0.9199,12.8145,90.97
20100113,1.45095,1.628,0.8912,0.92405,12.7006,91.365
20100114,1.4499,1.63335,0.8875,0.9317,12.6651,91.2
20100115,1.43845,1.62615,0.8844,0.9226,12.684,90.755
20100118,1.43815,1.63395,0.8801,0.92615,12.6532,90.78
20100119,1.42875,1.636,0.87305,0.9231,12.638,91.135
20100120,1.41055,1.62905,0.8657,0.9099,12.7507,91.23
20100121,1.40835,1.6194,0.86955,0.89965,12.9608,90.425
20100122,1.4137,1.61115,0.87725,0.90045,12.9599,89.81
20100125,1.415,1.6243,0.87105,0.90405,12.8495,90.27
20100126,1.4071,1.61415,0.8715,0.8985,12.868,89.64
20100127,1.4023,1.6167,0.8671,0.89525,12.9555,89.99
20100128,1.397,1.61355,0.8655,0.8944,13.0643,89.905
20100129,1.3863,1.59845,0.8672,0.88355,13.0894,90.26
20100201,1.393,1.5956,0.8729,0.8913,12.8711,90.605
20100202,1.39635,1.5972,0.874,0.8863,12.8593,90.38
20100203,1.38925,1.58925,0.87395,0.88285,12.9456,90.98
20100204,1.3722,1.5752,0.8709,0.8645,13.161,89.02
20100205,1.3677,1.564,0.87435,0.8681,13.1306,89.23
20100208,1.36475,1.5583,0.8756,0.86455,13.2101,89.25
20100209,1.3796,1.5717,0.8776,0.8786,13.0032,89.68
20100210,1.3736,1.5593,0.88065,0.8753,13.1271,89.925
20100211,1.36925,1.57035,0.8718,0.89035,12.9428,89.755
20100212,1.363,1.56975,0.86785,0.8876,12.9345,89.94
20100215,1.3597,1.5658,0.86825,0.8883,12.9189,90.005
20100216,1.37705,1.57915,0.8718,0.90205,12.8398,90.13
20100217,1.36065,1.56725,0.86805,0.89935,12.8695,91.245
20100218,1.3525,1.55265,0.87095,0.8939,12.8676,91.79
20100219,1.3612,1.54695,0.8796,0.8987,12.796,91.5
20100222,1.3595,1.54805,0.87805,0.9003,12.804,91.14
20100223,1.35065,1.5421,0.87575,0.89125,12.9241,90.215
20100224,1.35405,1.54085,0.87865,0.89355,12.803,90.14
20100225,1.3548,1.52635,0.88755,0.8882,12.8016,89.07
20100226,1.36325,1.52335,0.89455,0.89515,12.7706,88.95
20100301,1.35595,1.499,0.9045,0.90085,12.7301,89.12
20100302,1.36145,1.497,0.90935,0.9035,12.7291,88.845
20100303,1.3696,1.50975,0.9071,0.90585,12.6933,88.455
20100304,1.35805,1.50315,0.90335,0.9,12.7075,89.015
20100305,1.36235,1.5131,0.89995,0.9076,12.6248,90.27
20100308,1.36335,1.50655,0.90485,0.9092,12.6783,90.305
20100309,1.36015,1.4995,0.90685,0.91395,12.6181,89.965
20100310,1.36565,1.49765,0.9117,0.91545,12.5906,90.505
20100311,1.36805,1.50615,0.9082,0.9153,12.5621,90.505
20100312,1.37685,1.5203,0.90535,0.9151,12.5269,90.55
20100315,1.36765,1.50555,0.9083,0.91465,12.5412,90.52
20100316,1.3765,1.5243,0.903,0.91845,12.5268,90.3
20100317,1.3737,1.5324,0.89635,0.92355,12.4504,90.3
20100318,1.36075,1.5241,0.8927,0.9206,12.5201,90.375
20100319,1.3529,1.50115,0.9011,0.9151,12.581,90.54
20100322,1.3558,1.5098,0.8978,0.91825,12.5325,90.13
20100323,1.3498,1.5046,0.89705,0.9187,12.4765,90.395
20100324,1.3314,1.48655,0.8955,0.90725,12.5846,92.3
20100325,1.32715,1.48115,0.896,0.90725,12.562,92.725
20100326,1.34085,1.4895,0.90005,0.90405,12.4973,92.505
20100329,1.3482,1.4986,0.89955,0.9176,12.4286,92.455
20100330,1.3413,1.50685,0.89005,0.9195,12.3654,92.755
20100331,1.3509,1.5182,0.88975,0.9172,12.3613,93.46
20100401,1.3588,1.5292,0.88865,0.921,12.3179,93.82
20100402,1.35025,1.5202,0.8874,0.91915,12.2985,94.595
20100405,1.3483,1.5295,0.8815,0.9213,12.2496,94.36
20100406,1.33985,1.5266,0.87765,0.92825,12.2166,93.785
20100407,1.33435,1.52415,0.87535,0.9267,12.2898,93.35
20100408,1.33605,1.5279,0.8743,0.9287,12.2141,93.38
20100409,1.34975,1.5369,0.8782,0.93315,12.1847,93.16
20100412,1.3591,1.53685,0.8843,0.9274,12.1546,93.24
20100413,1.3613,1.538,0.885,0.9291,12.175,93.195
20100414,1.3653,1.5466,0.88275,0.935,12.1975,93.22
20100415,1.3572,1.5494,0.87585,0.9344,12.1656,93.025
20100416,1.3502,1.53615,0.87875,0.9241,12.2651,92.16
20100419,1.34885,1.53365,0.87945,0.92375,12.2353,92.395
20100420,1.34335,1.5358,0.8747,0.9317,12.2181,93.215
20100421,1.33885,1.541,0.8689,0.9267,12.176,93.185
20100422,1.3294,1.53775,0.8644,0.92735,12.2063,93.48
20100423,1.33835,1.53755,0.87025,0.92755,12.1704,93.955
20100426,1.3381,1.54575,0.86565,0.92685,12.1485,93.955
20100427,1.31745,1.52645,0.86305,0.9154,12.3775,93.26
20100428,1.3219,1.52075,0.86915,0.92505,12.3376,94.025
20100429,1.3233,1.53195,0.86375,0.92765,12.2014,94.02
20100430,1.3293,1.52685,0.87045,0.92405,12.3072,93.84
20100503,1.3194,1.5244,0.8652,0.92605,12.2556,94.535
20100504,1.29865,1.51425,0.8575,0.90875,12.5462,94.53
20100505,1.2814,1.51005,0.84845,0.906,12.7313,93.805
20100506,1.2617,1.48305,0.85065,0.88495,12.9926,90.585
20100507,1.2751,1.4802,0.86125,0.8875,12.842,91.58
20100510,1.27865,1.4845,0.8611,0.90265,12.4489,93.285
20100511,1.26605,1.4955,0.84655,0.89505,12.5068,92.65
20100512,1.2613,1.48225,0.8508,0.89355,12.3625,93.24
20100513,1.25335,1.4612,0.85765,0.8959,12.4276,92.745
20100514,1.2357,1.4538,0.85,0.8856,12.5899,92.435
20100517,1.23945,1.44745,0.8562,0.8774,12.5891,92.58
20100518,1.22015,1.43325,0.8513,0.86435,12.7413,92.235
20100519,1.24145,1.44425,0.85945,0.84705,12.8218,91.69
20100520,1.2486,1.43635,0.8695,0.81705,13.1436,89.68
20100521,1.25695,1.4457,0.8692,0.8322,12.9381,89.95
20100524,1.2371,1.4423,0.8575,0.82645,13.0206,90.285
20100525,1.2344,1.4406,0.85665,0.82755,13.0415,90.22
20100526,1.21775,1.4387,0.84625,0.8214,13.1094,89.915
20100527,1.23605,1.45805,0.84765,0.8513,12.81,91.035
20100528,1.22715,1.44555,0.84875,0.8472,12.9584,91.045
20100531,1.2305,1.4535,0.84635,0.8457,12.916,91.255
20100601,1.2228,1.4648,0.8346,0.83105,12.9693,90.93
20100602,1.22485,1.46515,0.8359,0.8419,12.7802,92.13
20100603,1.21615,1.4613,0.8322,0.8447,12.7681,92.705
20100604,1.1965,1.4454,0.82775,0.8229,12.9525,91.885
20100607,1.1923,1.4467,0.8242,0.8104,12.9598,91.37
20100608,1.19725,1.4468,0.8274,0.8277,12.8806,91.45
20100609,1.1978,1.4527,0.8245,0.82765,12.8618,91.295
20100610,1.21235,1.4714,0.824,0.85005,12.6844,91.325
20100611,1.21105,1.45485,0.83215,0.85015,12.65,91.625
20100614,1.22195,1.47405,0.82885,0.8586,12.6851,91.57
20100615,1.23315,1.4802,0.83295,0.86545,12.5717,91.455
20100616,1.23105,1.473,0.8356,0.86385,12.5913,91.435
20100617,1.23875,1.48225,0.83555,0.8685,12.5828,90.995
20100618,1.23865,1.48215,0.83565,0.87205,12.5465,90.69
20100621,1.23115,1.4756,0.83425,0.8764,12.5313,91.1
20100622,1.227,1.4814,0.8282,0.87155,12.6059,90.565
20100623,1.23095,1.49565,0.82295,0.8739,12.6418,89.815
20100624,1.2333,1.4936,0.82565,0.86665,12.7316,89.6
20100625,1.2367,1.5057,0.82135,0.87375,12.645,89.225
20100628,1.22765,1.5104,0.8126,0.8721,12.7308,89.37
20100629,1.2187,1.5065,0.809,0.84865,12.8819,88.595
20100630,1.2237,1.49435,0.8187,0.84065,12.9389,88.435
20100701,1.25265,1.5176,0.82535,0.84315,13.0079,87.6
20100702,1.2568,1.5188,0.8253,0.84135,13.0782,87.73
20100705,1.2538,1.5134,0.82835,0.83915,13.0524,87.76
20100706,1.2626,1.5149,0.83325,0.85255,12.9614,87.515
20100707,1.26375,1.51885,0.83205,0.86425,12.8341,87.695
20100708,1.2697,1.51655,0.837,0.8773,12.7623,88.345
20100709,1.26385,1.50615,0.8392,0.87715,12.765,88.605
20100712,1.25955,1.50305,0.838,0.87585,12.8323,88.615
20100713,1.2724,1.51745,0.8383,0.88315,12.6654,88.725
20100714,1.27425,1.52655,0.8346,0.88485,12.7138,88.405
20100715,1.29495,1.54595,0.83745,0.88435,12.7668,87.39
20100716,1.29285,1.5297,0.8449,0.86875,12.9215,86.56
20100719,1.2941,1.52285,0.84975,0.8683,12.8963,86.69
20100720,1.28795,1.52625,0.8439,0.88385,12.77,87.505
20100721,1.27535,1.5162,0.8411,0.87805,12.87,87.045
20100722,1.2892,1.52585,0.84475,0.8932,12.7659,86.945
20100723,1.29085,1.54205,0.8369,0.89545,12.7293,87.39
20100726,1.2994,1.54885,0.8387,0.9025,12.6725,86.875
20100727,1.2995,1.55925,0.83335,0.90225,12.6794,87.895
20100728,1.2994,1.5596,0.8328,0.893,12.7124,87.46
20100729,1.30785,1.56115,0.8376,0.90035,12.7119,86.78
20100730,1.3049,1.56905,0.831,0.9044,12.6378,86.45
20100802,1.31795,1.5886,0.8295,0.91355,12.5825,86.495
20100803,1.323,1.59515,0.82935,0.91265,12.5758,85.79
20100804,1.3161,1.5881,0.8284,0.91645,12.5199,86.265
20100805,1.3188,1.58955,0.82965,0.9157,12.5617,85.82
20100806,1.3279,1.594,0.83315,0.9183,12.6881,85.5
20100809,1.3221,1.5891,0.83185,0.9164,12.6199,85.93
20100810,1.31755,1.5852,0.8312,0.9134,12.5977,85.435
20100811,1.28625,1.56575,0.8214,0.89695,12.7475,85.31
20100812,1.28285,1.55775,0.82355,0.89625,12.7323,85.885
20100813,1.27525,1.55875,0.8181,0.8928,12.7249,86.16
20100816,1.28255,1.56625,0.81875,0.898,12.6606,85.33
20100817,1.2884,1.55855,0.82665,0.9051,12.5949,85.52
20100818,1.28525,1.55935,0.82405,0.8981,12.6286,85.455
20100819,1.28225,1.5601,0.82185,0.89255,12.7021,85.385
20100820,1.271,1.5532,0.8181,0.8938,12.7488,85.605
20100823,1.26565,1.55115,0.81575,0.89125,12.9063,85.155
20100824,1.2627,1.5395,0.82015,0.8816,12.9699,83.905
20100825,1.2658,1.54645,0.81885,0.8839,12.9802,84.565
20100826,1.27155,1.55275,0.81875,0.8862,13.0668,84.44
20100827,1.2762,1.5527,0.82175,0.8991,12.9999,85.175
20100830,1.2662,1.5459,0.81885,0.89165,13.1471,84.61
20100831,1.26785,1.53465,0.826,0.8906,13.1959,84.19
20100901,1.2808,1.54535,0.82875,0.9116,13.0673,84.435
20100902,1.2825,1.53995,0.83265,0.9109,13.0279,84.27
20100903,1.2896,1.54515,0.8344,0.9164,12.9316,84.305
20100906,1.2875,1.5392,0.8364,0.91745,12.9284,84.205
20100907,1.2681,1.5357,0.82565,0.91055,13.0618,83.83
20100908,1.272,1.547,0.8221,0.9181,13.0494,83.87
20100909,1.2694,1.5428,0.8227,0.92295,13.0099,83.775
20100910,1.2678,1.53555,0.82535,0.92635,12.922,84.135
20100913,1.28825,1.5428,0.8349,0.9359,12.8553,83.7
20100914,1.2997,1.5539,0.83625,0.9396,12.834,83.03
20100915,1.30105,1.5623,0.8327,0.9381,12.7963,85.735
20100916,1.30775,1.56235,0.83695,0.9368,12.7879,85.77
20100917,1.3048,1.56295,0.83465,0.936,12.7944,85.845
20100920,1.3061,1.5545,0.84015,0.94715,12.7713,85.695
20100921,1.32635,1.56215,0.84885,0.95505,12.7153,85.085
20100922,1.3405,1.56635,0.8558,0.95675,12.6266,84.485
20100923,1.33145,1.5683,0.84885,0.9489,12.6551,84.375
20100924,1.3492,1.58185,0.8525,0.9589,12.5359,84.2
20100927,1.3454,1.5827,0.84995,0.96085,12.5784,84.285
20100928,1.35845,1.57995,0.8596,0.9676,12.4928,83.86
20100929,1.3626,1.5785,0.8632,0.9696,12.536,83.7
20100930,1.3634,1.57155,0.86745,0.967,12.5904,83.52
20101001,1.379,1.5818,0.8717,0.9722,12.521,83.21
20101004,1.36845,1.5829,0.8644,0.9682,12.5886,83.35
20101005,1.38385,1.58895,0.8707,0.97175,12.4735,83.215
20101006,1.39295,1.58895,0.8766,0.97735,12.4738,82.93
20101007,1.3925,1.5876,0.87705,0.9825,12.548,82.4
20101008,1.39395,1.59595,0.8727,0.9847,12.4067,81.91
20101011,1.3876,1.58815,0.87375,0.9838,12.4501,82.055
20101012,1.3924,1.58085,0.88065,0.9861,12.4029,81.715
20101013,1.3961,1.58965,0.8781,0.9904,12.3793,81.805
20101014,1.40845,1.60095,0.87955,0.9941,12.4069,81.475
20101015,1.3976,1.599,0.8742,0.99055,12.4291,81.445
20101018,1.3933,1.5875,0.87765,0.9888,12.4071,81.265
20101019,1.37265,1.57055,0.87405,0.9685,12.5208,81.58
20101020,1.3963,1.58465,0.8809,0.9869,12.3918,81.08
20101021,1.39195,1.5703,0.8863,0.97715,12.3883,81.32
20101022,1.39525,1.56825,0.8894,0.98255,12.3328,81.37
20101025,1.39645,1.5721,0.88805,0.99035,12.3549,80.81
20101026,1.38585,1.5845,0.87455,0.9854,12.4097,81.435
20101027,1.3769,1.5767,0.8731,0.9719,12.4486,81.745
20101028,1.39305,1.5945,0.87355,0.9789,12.3601,81.015
20101029,1.39455,1.6037,0.86915,0.9833,12.3419,80.375
20101101,1.38925,1.60345,0.86635,0.987,12.3351,80.505
20101102,1.4033,1.604,0.87475,0.99945,12.2933,80.62
20101103,1.41375,1.608,0.87915,1.0062,12.2423,81.07
20101104,1.42075,1.6268,0.87315,1.0148,12.2351,80.73
20101105,1.4031,1.618,0.8668,1.01555,12.2001,81.24
20101108,1.3919,1.6137,0.8623,1.0135,12.224,81.175
20101109,1.3772,1.5984,0.8616,1.0035,12.3019,81.685
20101110,1.37825,1.61185,0.85485,1.00525,12.2151,82.27
20101111,1.3667,1.61215,0.84755,0.9977,12.2569,82.47
20101112,1.36885,1.6112,0.8499,0.9845,12.3116,82.48
20101115,1.3586,1.6052,0.8463,0.98515,12.2919,83.065
20101116,1.34885,1.58845,0.8491,0.9765,12.4166,83.275
20101117,1.3529,1.5906,0.85045,0.97965,12.365,83.175
20101118,1.36425,1.60405,0.85045,0.98985,12.2695,83.515
20101119,1.3671,1.59775,0.85515,0.98655,12.2553,83.54
20101122,1.3626,1.5956,0.85375,0.9886,12.2988,83.33
20101123,1.3366,1.5774,0.84725,0.97215,12.4733,83.155
20101124,1.3334,1.5771,0.8454,0.9816,12.3719,83.535
20101125,1.33585,1.57585,0.84745,0.9807,12.3584,83.59
20101126,1.32405,1.55885,0.84875,0.9643,12.4782,84.09
20101129,1.3125,1.55715,0.84285,0.96295,12.4908,84.25
20101130,1.29825,1.5561,0.8341,0.9587,12.4849,83.685
20101201,1.3138,1.56215,0.8408,0.96825,12.3991,84.185
20101202,1.3209,1.55985,0.8467,0.977,12.3255,83.81
20101203,1.34145,1.57755,0.8502,0.99305,12.3306,82.525
20101206,1.3307,1.5715,0.8466,0.9898,12.3641,82.65
20101207,1.32605,1.57575,0.8416,0.9828,12.4925,83.485
20101208,1.32605,1.58035,0.83915,0.97955,12.3956,84.02
20101209,1.32385,1.5769,0.8394,0.9837,12.473,83.755
20101210,1.3225,1.58,0.83665,0.9855,12.4493,83.94
20101213,1.33905,1.5861,0.8441,0.99615,12.3968,83.38
20101214,1.3378,1.5774,0.84795,0.99895,12.3861,83.655
20101215,1.32135,1.55435,0.8499,0.9869,12.4556,84.245
20101216,1.3243,1.56315,0.8471,0.9901,12.4113,83.905
20101217,1.31875,1.553,0.84855,0.988,12.394,83.975
20101220,1.313,1.5512,0.84635,0.9934,12.4083,83.765
20101221,1.31,1.5469,0.8468,0.99765,12.3497,83.74
20101222,1.30995,1.5385,0.8513,0.9989,12.2998,83.56
20101223,1.31135,1.54265,0.84995,1.00425,12.3519,82.9
20101224,1.31205,1.5433,0.8476,1.0045,12.3274,82.87
